
2021-04-07 11:03:33,184 | E | Instrument.py:173 (loadPersonality) | Error loading instrument personality 'SCEXAO': No module named 'SCEXAO'
  File "./cams/SCEXAO.py", line 241, in get_frames
    framelist = self.ocs.getFrames(num, frtype)
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 876, in getFrames
    raise CamInterfaceError(e)

2021-04-09 17:22:09,570 | E | Instrument.py:420 (doExecute) | Traceback:
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 377, in doExecute
    res = method(*args, **kwdargs)
  File "./cams/SCEXAO.py", line 166, in dispatchCommand
    return method(*args, **params)
  File "./cams/SCEXAO.py", line 241, in get_frames
    framelist = self.ocs.getFrames(num, frtype)
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 876, in getFrames
    raise CamInterfaceError(e)

2021-04-09 17:22:12,576 | E | Instrument.py:420 (doExecute) | Traceback:
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 377, in doExecute
    res = method(*args, **kwdargs)
  File "./cams/SCEXAO.py", line 166, in dispatchCommand
    return method(*args, **params)
  File "./cams/SCEXAO.py", line 241, in get_frames
    framelist = self.ocs.getFrames(num, frtype)
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 856, in getFrames
    raise CamError("Bad frame type (%s)" % (frtype))

2021-04-09 17:22:15,257 | E | Instrument.py:420 (doExecute) | Traceback:
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 377, in doExecute
    res = method(*args, **kwdargs)
  File "./cams/SCEXAO.py", line 166, in dispatchCommand
    return method(*args, **params)
  File "./cams/SCEXAO.py", line 241, in get_frames
    framelist = self.ocs.getFrames(num, frtype)
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 856, in getFrames
    raise CamError("Bad frame type (%s)" % (frtype))

2021-04-09 17:22:20,460 | E | Instrument.py:420 (doExecute) | Traceback:
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 377, in doExecute
    res = method(*args, **kwdargs)
  File "./cams/SCEXAO.py", line 166, in dispatchCommand
    return method(*args, **params)
  File "./cams/SCEXAO.py", line 241, in get_frames
    framelist = self.ocs.getFrames(num, frtype)
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 876, in getFrames
    raise CamInterfaceError(e)

2021-04-09 17:22:46,500 | E | g2cam:125 (main) | Keyboard interrupt!
2021-04-09 17:22:46,501 | I | g2cam:143 (main) | Stopping instrument SCEXAO ...
2021-04-09 17:22:46,501 | I | ro_XMLRPC.py:343 (worker) | worker 2 shutting down...
2021-04-09 17:22:46,502 | I | ro_XMLRPC.py:343 (worker) | worker 1 shutting down...
2021-04-09 17:22:46,501 | I | ro_XMLRPC.py:343 (worker) | worker 4 shutting down...
2021-04-09 17:22:46,502 | I | ro_XMLRPC.py:343 (worker) | worker 0 shutting down...
2021-04-09 17:22:46,502 | I | ro_XMLRPC.py:343 (worker) | worker 3 shutting down...
2021-04-09 17:22:46,513 | I | remoteObjects.py:489 (__cmd_loop) | Stopping remote object server on scexao2:9081.
2021-04-09 17:22:46,513 | I | Instrument.py:291 (stop) | INSTRUMENT STOPPED.
2021-04-09 17:22:46,513 | I | common_task.py:80 (execute) | Stopping periodic interval task
2021-04-09 17:22:46,513 | I | PubSub.py:1140 (update_remote_subscriptions_loop) | exiting remote subscriptions update loop
2021-04-09 17:22:46,514 | I | ro_XMLRPC.py:343 (worker) | worker 2 shutting down...
2021-04-09 17:22:46,513 | I | ro_XMLRPC.py:343 (worker) | worker 0 shutting down...
2021-04-09 17:22:46,514 | I | ro_XMLRPC.py:343 (worker) | worker 1 shutting down...
2021-04-09 17:22:46,514 | I | ro_XMLRPC.py:343 (worker) | worker 3 shutting down...
2021-04-09 17:22:46,514 | I | PubSub.py:1099 (stop_server) | Stopping server...
2021-04-09 17:22:46,514 | I | ro_XMLRPC.py:343 (worker) | worker 5 shutting down...
2021-04-09 17:22:46,514 | I | ro_XMLRPC.py:343 (worker) | worker 4 shutting down...
2021-04-09 17:22:46,515 | I | ro_XMLRPC.py:343 (worker) | worker 6 shutting down...
2021-04-09 17:22:46,515 | I | ro_XMLRPC.py:343 (worker) | worker 9 shutting down...
2021-04-09 17:22:46,515 | I | ro_XMLRPC.py:343 (worker) | worker 8 shutting down...
2021-04-09 17:22:46,515 | I | ro_XMLRPC.py:343 (worker) | worker 7 shutting down...
2021-04-09 17:22:46,516 | I | ro_XMLRPC.py:343 (worker) | worker 10 shutting down...
2021-04-09 17:22:46,516 | I | ro_XMLRPC.py:343 (worker) | worker 11 shutting down...
2021-04-09 17:22:46,518 | I | PubSub.py:547 (stop) | PubSub background tasks stopped.
2021-04-09 17:22:46,524 | I | remoteObjects.py:489 (__cmd_loop) | Stopping remote object server on scexao2:9080.
2021-04-09 17:22:49,402 | I | SCEXAO.py:84 (initialize) | ***** INITIALIZE CALLED *****
2021-04-09 17:22:49,458 | I | PubSub.py:535 (start) | PubSub background tasks started.
2021-04-09 17:22:49,459 | I | PubSub.py:1081 (start_server) | Starting remote subscriptions update loop...
2021-04-09 17:22:49,459 | I | PubSub.py:1086 (start_server) | Starting server...
2021-04-09 17:22:49,460 | I | remoteObjects.py:442 (__cmd_loop) | Starting remote object server on scexao2:9080.
2021-04-09 17:22:49,471 | I | g2cam:118 (main) | Starting instrument SCEXAO ...
2021-04-09 17:22:49,471 | I | ro_XMLRPC.py:317 (worker) | worker 0 spinning up...
2021-04-09 17:22:49,471 | I | ro_XMLRPC.py:317 (worker) | worker 1 spinning up...
2021-04-09 17:22:49,472 | I | ro_XMLRPC.py:317 (worker) | worker 3 spinning up...
2021-04-09 17:22:49,471 | I | SCEXAO.py:124 (start) | SCEXAO ocs interface started.
2021-04-09 17:22:49,472 | I | ro_XMLRPC.py:317 (worker) | worker 4 spinning up...
2021-04-09 17:22:49,472 | I | ro_XMLRPC.py:317 (worker) | worker 5 spinning up...
2021-04-09 17:22:49,472 | I | ro_XMLRPC.py:317 (worker) | worker 6 spinning up...
2021-04-09 17:22:49,472 | I | ro_XMLRPC.py:317 (worker) | worker 2 spinning up...
2021-04-09 17:22:49,473 | I | ro_XMLRPC.py:317 (worker) | worker 8 spinning up...
2021-04-09 17:22:49,473 | I | ro_XMLRPC.py:317 (worker) | worker 7 spinning up...
2021-04-09 17:22:49,473 | I | ro_XMLRPC.py:317 (worker) | worker 9 spinning up...
2021-04-09 17:22:49,473 | I | ro_XMLRPC.py:317 (worker) | worker 10 spinning up...
2021-04-09 17:22:49,473 | I | ro_XMLRPC.py:317 (worker) | worker 11 spinning up...
2021-04-09 17:22:49,474 | I | common_task.py:54 (execute) | Starting periodic interval task
2021-04-09 17:22:49,475 | I | remoteObjects.py:442 (__cmd_loop) | Starting remote object server on scexao2:9081.
2021-04-09 17:22:49,496 | I | ro_XMLRPC.py:317 (worker) | worker 2 spinning up...
2021-04-09 17:22:49,497 | I | ro_XMLRPC.py:317 (worker) | worker 1 spinning up...
2021-04-09 17:22:49,497 | I | ro_XMLRPC.py:317 (worker) | worker 0 spinning up...
2021-04-09 17:22:49,497 | I | ro_XMLRPC.py:317 (worker) | worker 4 spinning up...
2021-04-09 17:22:49,497 | I | ro_XMLRPC.py:317 (worker) | worker 3 spinning up...
2021-04-09 17:23:13,528 | E | Instrument.py:420 (doExecute) | Traceback:
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 377, in doExecute
    res = method(*args, **kwdargs)
  File "./cams/SCEXAO.py", line 166, in dispatchCommand
    return method(*args, **params)
  File "./cams/SCEXAO.py", line 241, in get_frames
    framelist = self.ocs.getFrames(num, frtype)
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 876, in getFrames
    raise CamInterfaceError(e)

2021-04-09 17:23:30,847 | E | Instrument.py:420 (doExecute) | Traceback:
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 377, in doExecute
    res = method(*args, **kwdargs)
  File "./cams/SCEXAO.py", line 166, in dispatchCommand
    return method(*args, **params)
  File "./cams/SCEXAO.py", line 241, in get_frames
    framelist = self.ocs.getFrames(num, frtype)
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 876, in getFrames
    raise CamInterfaceError(e)

2021-04-09 17:24:37,702 | E | g2cam:125 (main) | Keyboard interrupt!
2021-04-09 17:24:37,702 | I | g2cam:143 (main) | Stopping instrument SCEXAO ...
2021-04-09 17:24:37,702 | I | ro_XMLRPC.py:343 (worker) | worker 3 shutting down...
2021-04-09 17:24:37,703 | I | ro_XMLRPC.py:343 (worker) | worker 1 shutting down...
2021-04-09 17:24:37,702 | I | ro_XMLRPC.py:343 (worker) | worker 2 shutting down...
2021-04-09 17:24:37,703 | I | ro_XMLRPC.py:343 (worker) | worker 0 shutting down...
2021-04-09 17:24:37,703 | I | ro_XMLRPC.py:343 (worker) | worker 4 shutting down...
2021-04-09 17:24:37,715 | I | remoteObjects.py:489 (__cmd_loop) | Stopping remote object server on scexao2:9081.
2021-04-09 17:24:37,715 | I | Instrument.py:291 (stop) | INSTRUMENT STOPPED.
2021-04-09 17:24:37,716 | I | common_task.py:80 (execute) | Stopping periodic interval task
2021-04-09 17:24:37,718 | I | ro_XMLRPC.py:343 (worker) | worker 0 shutting down...
2021-04-09 17:24:37,758 | I | PubSub.py:1140 (update_remote_subscriptions_loop) | exiting remote subscriptions update loop
2021-04-09 17:24:37,763 | I | ro_XMLRPC.py:343 (worker) | worker 3 shutting down...
2021-04-09 17:24:37,766 | I | ro_XMLRPC.py:343 (worker) | worker 6 shutting down...
2021-04-09 17:24:37,766 | I | ro_XMLRPC.py:343 (worker) | worker 1 shutting down...
2021-04-09 17:24:37,767 | I | PubSub.py:1099 (stop_server) | Stopping server...
2021-04-09 17:24:37,765 | I | ro_XMLRPC.py:343 (worker) | worker 4 shutting down...
2021-04-09 17:24:37,765 | I | ro_XMLRPC.py:343 (worker) | worker 5 shutting down...
2021-04-09 17:24:37,767 | I | ro_XMLRPC.py:343 (worker) | worker 8 shutting down...
2021-04-09 17:24:37,767 | I | ro_XMLRPC.py:343 (worker) | worker 7 shutting down...
2021-04-09 17:24:37,767 | I | ro_XMLRPC.py:343 (worker) | worker 10 shutting down...
2021-04-09 17:24:37,767 | I | ro_XMLRPC.py:343 (worker) | worker 9 shutting down...
2021-04-09 17:24:37,768 | I | ro_XMLRPC.py:343 (worker) | worker 11 shutting down...
2021-04-09 17:24:37,766 | I | ro_XMLRPC.py:343 (worker) | worker 2 shutting down...
2021-04-09 17:24:37,775 | I | PubSub.py:547 (stop) | PubSub background tasks stopped.
2021-04-09 17:24:37,781 | I | remoteObjects.py:489 (__cmd_loop) | Stopping remote object server on scexao2:9080.
2021-04-09 17:24:39,708 | I | SCEXAO.py:84 (initialize) | ***** INITIALIZE CALLED *****
2021-04-09 17:24:39,756 | I | PubSub.py:535 (start) | PubSub background tasks started.
2021-04-09 17:24:39,757 | I | PubSub.py:1081 (start_server) | Starting remote subscriptions update loop...
2021-04-09 17:24:39,757 | I | PubSub.py:1086 (start_server) | Starting server...
2021-04-09 17:24:39,757 | I | remoteObjects.py:442 (__cmd_loop) | Starting remote object server on scexao2:9080.
2021-04-09 17:24:39,768 | I | g2cam:118 (main) | Starting instrument SCEXAO ...
2021-04-09 17:24:39,769 | I | ro_XMLRPC.py:317 (worker) | worker 0 spinning up...
2021-04-09 17:24:39,769 | I | ro_XMLRPC.py:317 (worker) | worker 1 spinning up...
2021-04-09 17:24:39,770 | I | ro_XMLRPC.py:317 (worker) | worker 3 spinning up...
2021-04-09 17:24:39,769 | I | ro_XMLRPC.py:317 (worker) | worker 2 spinning up...
2021-04-09 17:24:39,770 | I | SCEXAO.py:124 (start) | SCEXAO ocs interface started.
2021-04-09 17:24:39,770 | I | ro_XMLRPC.py:317 (worker) | worker 5 spinning up...
2021-04-09 17:24:39,770 | I | ro_XMLRPC.py:317 (worker) | worker 6 spinning up...
2021-04-09 17:24:39,770 | I | ro_XMLRPC.py:317 (worker) | worker 7 spinning up...
2021-04-09 17:24:39,770 | I | ro_XMLRPC.py:317 (worker) | worker 8 spinning up...
2021-04-09 17:24:39,770 | I | ro_XMLRPC.py:317 (worker) | worker 4 spinning up...
2021-04-09 17:24:39,771 | I | ro_XMLRPC.py:317 (worker) | worker 10 spinning up...
2021-04-09 17:24:39,771 | I | ro_XMLRPC.py:317 (worker) | worker 11 spinning up...
2021-04-09 17:24:39,772 | I | ro_XMLRPC.py:317 (worker) | worker 9 spinning up...
2021-04-09 17:24:39,772 | I | common_task.py:54 (execute) | Starting periodic interval task
2021-04-09 17:24:39,773 | I | remoteObjects.py:442 (__cmd_loop) | Starting remote object server on scexao2:9081.
2021-04-09 17:24:39,792 | I | ro_XMLRPC.py:317 (worker) | worker 1 spinning up...
2021-04-09 17:24:39,793 | I | ro_XMLRPC.py:317 (worker) | worker 3 spinning up...
2021-04-09 17:24:39,792 | I | ro_XMLRPC.py:317 (worker) | worker 0 spinning up...
2021-04-09 17:24:39,793 | I | ro_XMLRPC.py:317 (worker) | worker 2 spinning up...
2021-04-09 17:24:39,794 | I | ro_XMLRPC.py:317 (worker) | worker 4 spinning up...
2021-04-09 17:24:43,668 | E | Instrument.py:420 (doExecute) | Traceback:
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 377, in doExecute
    res = method(*args, **kwdargs)
  File "./cams/SCEXAO.py", line 166, in dispatchCommand
    return method(*args, **params)
  File "./cams/SCEXAO.py", line 245, in get_frames
    out_f.write('\n'.join(framelist))

2021-04-09 17:24:55,687 | E | g2cam:125 (main) | Keyboard interrupt!
2021-04-09 17:24:55,687 | I | g2cam:143 (main) | Stopping instrument SCEXAO ...
2021-04-09 17:24:55,688 | I | ro_XMLRPC.py:343 (worker) | worker 3 shutting down...
2021-04-09 17:24:55,688 | I | ro_XMLRPC.py:343 (worker) | worker 4 shutting down...
2021-04-09 17:24:55,688 | I | ro_XMLRPC.py:343 (worker) | worker 1 shutting down...
2021-04-09 17:24:55,688 | I | ro_XMLRPC.py:343 (worker) | worker 2 shutting down...
2021-04-09 17:24:55,688 | I | ro_XMLRPC.py:343 (worker) | worker 0 shutting down...
2021-04-09 17:24:55,700 | I | remoteObjects.py:489 (__cmd_loop) | Stopping remote object server on scexao2:9081.
2021-04-09 17:24:55,701 | I | Instrument.py:291 (stop) | INSTRUMENT STOPPED.
2021-04-09 17:24:55,701 | I | PubSub.py:1140 (update_remote_subscriptions_loop) | exiting remote subscriptions update loop
2021-04-09 17:24:55,701 | I | ro_XMLRPC.py:343 (worker) | worker 1 shutting down...
2021-04-09 17:24:55,701 | I | common_task.py:80 (execute) | Stopping periodic interval task
2021-04-09 17:24:55,701 | I | ro_XMLRPC.py:343 (worker) | worker 0 shutting down...
2021-04-09 17:24:55,701 | I | ro_XMLRPC.py:343 (worker) | worker 3 shutting down...
2021-04-09 17:24:55,702 | I | PubSub.py:1099 (stop_server) | Stopping server...
2021-04-09 17:24:55,702 | I | ro_XMLRPC.py:343 (worker) | worker 5 shutting down...
2021-04-09 17:24:55,702 | I | ro_XMLRPC.py:343 (worker) | worker 6 shutting down...
2021-04-09 17:24:55,702 | I | ro_XMLRPC.py:343 (worker) | worker 2 shutting down...
2021-04-09 17:24:55,702 | I | ro_XMLRPC.py:343 (worker) | worker 7 shutting down...
2021-04-09 17:24:55,703 | I | ro_XMLRPC.py:343 (worker) | worker 8 shutting down...
2021-04-09 17:24:55,703 | I | ro_XMLRPC.py:343 (worker) | worker 4 shutting down...
2021-04-09 17:24:55,703 | I | ro_XMLRPC.py:343 (worker) | worker 11 shutting down...
2021-04-09 17:24:55,703 | I | ro_XMLRPC.py:343 (worker) | worker 10 shutting down...
2021-04-09 17:24:55,703 | I | ro_XMLRPC.py:343 (worker) | worker 9 shutting down...
2021-04-09 17:24:55,705 | I | PubSub.py:547 (stop) | PubSub background tasks stopped.
2021-04-09 17:24:55,713 | I | remoteObjects.py:489 (__cmd_loop) | Stopping remote object server on scexao2:9080.
2021-04-09 17:25:07,191 | I | SCEXAO.py:84 (initialize) | ***** INITIALIZE CALLED *****
2021-04-09 17:25:07,242 | I | PubSub.py:535 (start) | PubSub background tasks started.
2021-04-09 17:25:07,244 | I | PubSub.py:1081 (start_server) | Starting remote subscriptions update loop...
2021-04-09 17:25:07,244 | I | PubSub.py:1086 (start_server) | Starting server...
2021-04-09 17:25:07,245 | I | remoteObjects.py:442 (__cmd_loop) | Starting remote object server on scexao2:9080.
2021-04-09 17:25:07,256 | I | g2cam:118 (main) | Starting instrument SCEXAO ...
2021-04-09 17:25:07,256 | I | SCEXAO.py:124 (start) | SCEXAO ocs interface started.
2021-04-09 17:25:07,256 | I | ro_XMLRPC.py:317 (worker) | worker 1 spinning up...
2021-04-09 17:25:07,257 | I | ro_XMLRPC.py:317 (worker) | worker 2 spinning up...
2021-04-09 17:25:07,257 | I | ro_XMLRPC.py:317 (worker) | worker 4 spinning up...
2021-04-09 17:25:07,257 | I | ro_XMLRPC.py:317 (worker) | worker 0 spinning up...
2021-04-09 17:25:07,257 | I | ro_XMLRPC.py:317 (worker) | worker 3 spinning up...
2021-04-09 17:25:07,258 | I | ro_XMLRPC.py:317 (worker) | worker 5 spinning up...
2021-04-09 17:25:07,258 | I | ro_XMLRPC.py:317 (worker) | worker 6 spinning up...
2021-04-09 17:25:07,258 | I | ro_XMLRPC.py:317 (worker) | worker 7 spinning up...
2021-04-09 17:25:07,258 | I | common_task.py:54 (execute) | Starting periodic interval task
2021-04-09 17:25:07,259 | I | ro_XMLRPC.py:317 (worker) | worker 8 spinning up...
2021-04-09 17:25:07,259 | I | ro_XMLRPC.py:317 (worker) | worker 9 spinning up...
2021-04-09 17:25:07,259 | I | ro_XMLRPC.py:317 (worker) | worker 10 spinning up...
2021-04-09 17:25:07,260 | I | remoteObjects.py:442 (__cmd_loop) | Starting remote object server on scexao2:9081.
2021-04-09 17:25:07,260 | I | ro_XMLRPC.py:317 (worker) | worker 11 spinning up...
2021-04-09 17:25:07,282 | I | ro_XMLRPC.py:317 (worker) | worker 1 spinning up...
2021-04-09 17:25:07,282 | I | ro_XMLRPC.py:317 (worker) | worker 0 spinning up...
2021-04-09 17:25:07,282 | I | ro_XMLRPC.py:317 (worker) | worker 4 spinning up...
2021-04-09 17:25:07,282 | I | ro_XMLRPC.py:317 (worker) | worker 3 spinning up...
2021-04-09 17:25:07,282 | I | ro_XMLRPC.py:317 (worker) | worker 2 spinning up...
2021-04-09 17:25:14,819 | E | Instrument.py:420 (doExecute) | Traceback:
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 377, in doExecute
    res = method(*args, **kwdargs)
  File "./cams/SCEXAO.py", line 166, in dispatchCommand
    return method(*args, **params)
  File "./cams/SCEXAO.py", line 241, in get_frames
    framelist = self.ocs.getFrames(num, frtype)
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 859, in getFrames
    (status, framelist) = self.frameint.getFrames(insname, frtype, num)
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2base/remoteObjects/remoteObjects.py", line 806, in call
    raise remoteObjectError(res)

2021-04-09 17:25:51,073 | E | Instrument.py:420 (doExecute) | Traceback:
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 377, in doExecute
    res = method(*args, **kwdargs)
  File "./cams/SCEXAO.py", line 166, in dispatchCommand
    return method(*args, **params)
  File "./cams/SCEXAO.py", line 241, in get_frames
    framelist = self.ocs.getFrames(num, frtype)
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 859, in getFrames
